crisisJST,yhat1,yhat2
0,.032851033,.033038031
0,.032850925,.033038042
0,.032850996,.033038072
0,.032850996,.033038076
0,.032850984,.033038069
0,.032850977,.033038061
0,.03285097,.033038061
0,.032850955,.033038057
0,.032851063,.033038054
0,.032850832,.033038061
0,.032851223,.033038028
0,.032850716,.033038065
0,.032850955,.033037998
0,.032850932,.033038035
0,.032850865,.033038061
0,.032851011,.033038046
0,.032851022,.033038065
0,.032850977,.033038057
0,.032851402,.033038031
0,.032850698,.033038046
0,.032850917,.033037927
0,.032850828,.033037968
0,.032850891,.033038009
0,.032850932,.033038024
0,.032850839,.033038039
0,.032850996,.033038046
0,.032851037,.03303808
0,.032850888,.03303808
0,.032851063,.03303805
0,.032850947,.033038072
0,.03285129,.033038054
0,.032850668,.033038065
0,.032850884,.033037972
0,.03285107,.03303802
0,.032850865,.033038076
0,.032851059,.033038028
0,.03285072,.033038039
0,.032850757,.03303802
0,.03285104,.033038054
0,.032851171,.033038113
0,.032850824,.033038095
0,.032851078,.033038013
0,.032850482,.033038042
0,.032851208,.033037998
0,.032850794,.033038095
0,.032850869,.033038035
0,.032850843,.03303802
0,.032850917,.033038039
0,.032850798,.033038046
0,.032850944,.033038016
0,.032850102,.033038028
0,.032850903,.033037964
1,.03285161,.033038128
0,.03285097,.03303818
0,.032850571,.033037938
0,.032850776,.033037841
0,.032850135,.033037938
0,.032850333,.033037905
0,.03285145,.03303799
0,.032850005,.033038154
0,.032850627,.03303792
0,.03285056,.033038013
0,.032850269,.033038091
0,.032850675,.033038031
0,.03284983,.03303808
0,.032850228,.033038009
0,.032848991,.033038102
0,.03285091,.033038065
0,.032851696,.033038355
1,.032852013,.033038277
0,.032849994,.03303786
0,.032849602,.033037324
0,.032849263,.033037297
0,.032849099,.03303742
0,.032849759,.033037495
0,.032850787,.033037663
0,.032848623,.033037752
0,.032849584,.033037417
0,.032848395,.03303764
0,.032850053,.033037711
0,.032848593,.033037949
0,.032850236,.033037785
0,.032848734,.033037942
0,.032849796,.03303773
0,.032847423,.033037756
1,.032849353,.033037502
0,.032852333,.033037785
0,.032849915,.033037893
0,.032854866,.033036914
0,.032843206,.033036787
0,.0328492,.03303514
0,.032847002,.033036254
0,.032847907,.033036612
0,.032847911,.033036638
0,.032848641,.033036888
0,.032850314,.033037204
1,,
0,,
0,,
0,,
0,,
0,,
1,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
1,,
0,,
0,,
